Geneid	B1P.sam	B2P.sam	B3P.sam	P1P.sam	P2P.sam	P3P.sam
PA4912	219	156	171	136	218	143
PA4913	2393	1338	1911	308	302	162
PA4914	797	387	706	477	655	160
PA4915	1551	846	1318	1053	1681	617
PA4916	916	506	813	1266	4988	1636
PA4917	1313	440	982	2934	5827	3407
PA4918	170	44	179	10803	9744	7922
PA4919	326	151	324	9444	13095	5454
PA4920	1592	665	1266	8908	21655	3947
PA4921	493	206	384	1521	3300	1040
PA4922	11621	12929	12020	59460	47837	21659
PA4923	630	199	335	2083	2023	975
PA4924	1448	462	993	1140	2022	534
PA4925	948	591	626	165	281	107
PA4926	436	209	242	208	256	129
PA4927	1096	457	735	616	711	320
PA4928	2031	776	1049	4338	4061	2103
PA4929	280	126	208	461	494	299
PA4930	966	279	499	1545	1762	734
PA4931	2057	940	1360	4393	3677	2550
PA4932	11485	4932	7326	36773	38944	21684
PA4933	13059	4789	7029	64459	35345	38121
PA4934	3477	2090	2321	24302	13230	14947
PA4935	8275	2976	5928	33675	30782	31658
PA4936	2806	951	2070	1746	3978	871
PA4937	13937	6516	9859	14529	23071	10736
PA4937.1	170	71	102	131	192	148
PA4937.2	263	100	110	297	337	181
PA4938	9643	4063	5642	21550	20045	11587
PA4939	6527	1953	3859	5866	8220	3195
PA4940	329	248	181	414	554	426
PA4941	13663	6000	7490	24619	26864	12424
PA4942	13334	5121	7874	21041	22184	11605
PA4943	20475	6029	9941	25082	24686	12798
PA4944	5733	2795	3033	2065	3496	3329
PA4945	4276	1800	2171	4328	4216	2871
PA4946	3406	1120	2206	5222	6241	2734
PA4947	4101	1737	2716	5134	6291	1876
PA4948	785	254	437	810	820	510
PA4949	1186	519	768	746	1364	783
PA4950	1884	747	1202	2240	3322	1008
PA4951	2409	1210	1963	2438	2464	1063
PA4952	2065	774	1295	3090	3564	1216
PA4953	1300	597	984	2094	2326	1086
PA4954	1143	682	821	1701	1200	776
PA4955	1377	657	1067	979	1540	518
PA4956	2373	1092	1266	1498	2055	709
PA4957	2904	1068	1636	4161	3363	1833
PA4958	4174	2121	3548	5301	7089	2481
PA4959	2631	1234	1939	5175	6229	2713
PA4960	2890	1261	1512	7464	6815	3050
PA4961	2540	1198	2104	4609	4612	1874
PA4962	88	48	40	80	208	50
PA4963	4350	1366	2310	3248	5053	1910
PA4964	2903	1281	2199	9837	10214	5403
PA4965	322	145	240	912	1360	460
PA4966	833	311	532	2138	2820	1219
PA4967	1778	819	1275	8294	8700	4661
PA4968	1468	610	921	1705	2268	801
PA4969	1081	360	671	2554	2563	919
PA4970	1234	372	625	1202	1234	844
PA4971	3597	1275	1578	4257	3465	2258
PA4972	1319	768	1344	1810	1894	751
PA4973	888	434	586	1643	1684	1019
PA4974	3123	1401	1927	5682	4980	2299
PA4975	541	214	353	304	432	178
PA4976	717	288	497	347	504	236
PA4977	423	186	311	162	259	126
PA4978	651	265	435	306	344	177
PA4979	423	186	284	267	234	180
PA4980	184	128	131	137	184	116
PA4981	284	219	278	248	276	170
PA4982	281	98	175	217	225	93
PA4983	2149	594	1279	1121	1806	558
PA4984	505	225	335	394	485	272
PA4985	113	106	147	284	239	121
PA4986	275	174	305	527	496	328
PA4987	371	173	233	653	720	275
PA4988	740	268	376	1036	1330	544
PA4989	146	58	80	191	218	108
PA4990	208	104	125	244	311	105
PA4991	1875	854	1133	2789	2612	1235
PA4992	1262	479	834	1585	2379	767
PA4993	2688	1117	1984	899	1214	306
PA4994	432	154	253	271	448	176
PA4995	555	177	324	598	1324	314
PA4996	6743	3554	5151	8526	20782	5655
PA4997	2393	1072	1714	6054	5476	3020
PA4998	778	410	527	1546	1188	595
PA4999	729	409	607	2430	2385	1014
PA5000	3574	2348	3166	6118	10068	3429
PA5001	3145	1349	1932	7651	11489	3509
PA5002	2281	710	1393	6222	7225	2538
PA5003	1700	514	911	3005	3716	1267
PA5004	2450	806	1312	5753	5620	3058
PA5005	5719	2367	3481	14553	15447	7885
PA5006	1324	522	804	2333	2718	1394
PA5007	1032	342	644	2530	2516	1191
PA5008	1496	457	876	3113	3280	1449
PA5009	450	167	254	1594	1502	680
PA5010	2403	755	1473	4735	6611	1890
PA5011	1514	593	964	2847	3914	1868
PA5012	2477	785	1377	3485	4469	1722
PA5013	7602	4521	5785	13020	16234	7026
PA5014	5802	2586	4008	4343	5918	2593
PA5015	7464	4266	6959	65222	89180	44003
PA5016	3532	1736	3123	22507	34733	16772
PA5017	1675	924	1293	2867	3371	1264
PA5018	4748	1890	2970	2169	3264	1071
PA5019	1831	584	972	1738	1721	925
PA5020	629	283	539	530	821	339
PA5021	444	236	245	1939	1989	826
PA5022	1521	892	1394	4113	4277	1947
PA5023	1439	854	1279	596	971	383
PA5024	380	177	303	345	374	188
PA5025	570	262	359	2698	3477	1067
PA5026	406	148	221	246	594	123
PA5027	1248	484	845	11537	20415	4858
PA5028	2576	1143	1837	2455	3511	1280
PA5029	276	114	194	1065	1707	504
PA5030	323	358	671	953	966	336
PA5031	135	28	122	93	140	54
PA5032	104	67	90	105	78	44
PA5033	195	55	87	265	206	122
PA5034	1919	664	889	3481	2304	1296
PA5035	3953	1551	2578	2717	3271	1765
PA5036	6432	3275	4122	6322	6845	3607
PA5037	7216	3328	5238	7788	11580	4746
PA5038	2824	1214	1857	4512	4534	2827
PA5039	1879	1012	1077	3973	3981	2292
PA5040	4902	2700	4034	15514	20856	9720
PA5041	880	353	672	2470	4046	1826
PA5042	786	341	598	1680	3920	998
PA5043	614	416	459	3061	3461	2231
PA5044	4617	1659	3134	9743	15779	7471
PA5045	3442	1460	2519	4224	5308	2257
PA5046	8453	3622	4492	27081	24166	14393
PA5047	1457	640	1005	3077	2860	1699
PA5048	899	335	533	2420	2340	1120
PA5049	1229	616	796	6439	5583	5230
PA5050	1554	690	977	1827	2429	785
PA5051	4482	1605	2724	11425	13434	6221
PA5052	2388	921	1297	2083	4697	1524
PA5053	21154	3790	6251	3931	1196	2909
PA5054	17833	5039	7629	11274	4014	7851
PA5055	1675	565	904	1107	848	746
PA5056	2525	1440	2080	1104	1394	749
PA5057	1593	1058	1326	446	542	227
PA5058	3155	1608	2443	463	588	267
PA5059	827	326	553	343	561	158
PA5060	15160	7162	10149	9221	13642	7609
PA5061	2555	1464	2268	1606	1982	1647
PA5062	336	213	262	1001	1209	735
PA5063	2341	1155	1377	3090	2445	1110
PA5064	981	378	717	1381	1419	452
PA5065	2291	840	1419	3330	3942	1544
PA5066	2492	1058	1489	3780	3591	1721
PA5067	1240	677	740	2115	1837	1346
PA5068	748	665	662	1416	1730	916
PA5069	1643	1039	1354	1688	2207	1479
PA5070	637	597	604	2194	1297	985
PA5071	385	119	217	842	769	324
PA5072	132	77	88	238	324	161
PA5073	836	438	498	663	708	375
PA5074	634	212	342	1882	1282	839
PA5075	608	132	260	1758	1275	1025
PA5076	1359	516	660	2670	1808	1496
PA5077	5081	2205	3402	10783	9510	4744
PA5078	4031	1920	2784	10628	6929	6073
PA5079	1107	397	538	1294	1011	792
PA5080	2386	1106	1564	1893	2368	843
PA5081	256	95	166	169	205	82
PA5082	329	323	249	290	294	185
PA5083	222	235	275	123	163	85
PA5084	255	223	234	98	218	95
PA5085	1282	565	960	1159	1610	661
PA5087	259	204	317	417	345	341
PA5088	208	126	169	305	119	174
PA5089	730	393	637	1057	891	765
PA5090	1272	623	1071	1348	1462	890
PA5091	8607	4428	7540	3498	3175	2170
PA5092	7359	2824	5887	3829	2712	2076
PA5093	5775	2204	4229	3447	2489	2141
PA5094	4546	1769	3545	2132	1556	1242
PA5095	3496	1867	2749	1629	1019	1000
PA5096	10364	3665	7077	2770	1914	1853
PA5097	5746	2544	4386	2638	1783	1731
PA5098	12062	4353	10031	7304	6071	4853
PA5099	4465	2669	3970	2544	1991	1099
PA5100	51582	24997	48958	48324	31372	21964
PA5101	1128	467	746	197	250	98
PA5102	208	72	141	184	247	90
PA5103	2853	1244	2019	2949	5002	1401
PA5104	3090	1084	1448	2567	2470	1391
PA5105	7642	2629	4217	7660	7929	3751
PA5106	22307	9025	13820	19034	22826	13120
PA5107	3180	1026	2058	2229	2713	1019
PA5108	765	364	596	308	886	151
PA5109	1437	500	944	3390	3035	1207
PA5110	6058	2806	4322	15126	18075	5473
PA5111	973	589	859	1368	1141	737
PA5112	4248	1942	3226	3756	4687	1899
PA5113	543	183	284	1805	1916	1030
PA5114	2296	674	1332	2431	2561	1135
PA5115	96	36	99	205	180	128
PA5116	229	154	179	58	159	108
PA5117	2118	887	1277	14923	14210	7863
PA5118	1194	457	585	5848	5807	2690
PA5119	3743	2434	2894	27947	22591	14249
PA5120	98	35	54	181	356	137
PA5121	1050	511	701	1828	1813	803
PA5122	712	304	463	789	1088	367
PA5123	359	184	246	787	789	275
PA5124	283	155	194	973	1015	382
PA5125	818	364	495	1256	2399	720
PA5126	1167	328	670	700	852	384
PA5127	227	111	126	606	436	251
PA5128	1595	1260	1471	14709	8130	5833
PA5129	322	169	146	1783	799	596
PA5130	1030	646	670	1506	1443	565
PA5131	3122	1573	2340	9376	7340	3775
PA5132	226	221	174	259	525	108
PA5133	826	616	857	2417	2588	1457
PA5134	3526	1933	2888	6188	9173	3578
PA5135	638	291	451	1341	2366	655
PA5136	1258	284	464	2668	3444	1354
PA5137	262	94	201	643	677	506
PA5138	374	121	178	1206	1130	667
PA5139	189	98	117	1274	945	499
PA5140	566	260	381	2662	2156	1762
PA5141	1079	480	685	3039	3286	1351
PA5142	1660	568	1095	4065	3071	1331
PA5143	1191	793	858	3252	2885	1364
PA5144	94	33	47	18	60	16
PA5145	1954	672	1147	634	962	357
PA5146	2210	1362	1734	6965	5149	2975
PA5147	1082	576	799	3062	2818	1467
PA5148	404	284	321	2029	1650	1146
PA5149	1862	942	1504	2565	4190	950
PA5149.1	95	42	54	19	35	19
PA5150	1792	620	984	684	805	349
PA5151	605	417	515	371	503	251
PA5152	2258	1178	1792	2561	2854	1639
PA5153	4421	2504	3111	5158	4328	2754
PA5154	635	343	467	724	459	284
PA5155	512	237	349	623	537	252
PA5156	185	96	137	567	678	274
PA5157	48	32	35	271	173	140
PA5158	227	121	185	359	463	240
PA5159	146	103	111	551	472	205
PA5160	280	151	213	437	575	207
PA5160.1	20	8	17	5	6	2
PA5161	4367	3024	3144	4554	4095	2336
PA5162	3475	1404	2164	3685	3769	1454
PA5163	3895	2091	2636	5388	5586	3106
PA5164	2809	1012	1784	2256	2819	1169
PA5165	985	468	722	1970	2381	693
PA5166	1227	576	943	2602	3028	1178
PA5167	762	451	618	1018	967	464
PA5168	316	186	215	211	235	83
PA5169	594	288	458	331	377	126
PA5170	3448	1535	2592	93726	146500	55680
PA5171	5685	2633	4015	44996	68614	19814
PA5172	2362	1481	2031	17118	25829	9476
PA5173	4106	1493	2709	16009	19200	8143
PA5174	4415	2285	4715	14862	18128	5709
PA5175	2371	744	1348	2235	1879	1128
PA5176	2706	1522	1783	2208	2833	1145
PA5177	1154	536	781	1122	1114	522
PA5178	20899	8833	12637	10874	14410	5759
PA5179	697	309	479	504	655	218
PA5180	1211	782	1140	262	402	183
PA5181	4799	2689	4254	795	1776	512
PA5181.1	37	29	24	25	32	20
PA5182	452	547	548	496	1108	1104
PA5183	166	164	164	249	628	506
PA5183a	359	224	269	2415	3049	2747
PA5184	482	225	327	456	616	274
PA5185	173	108	149	175	191	93
PA5186	1291	406	813	284	519	154
PA5187	441	232	299	334	281	231
PA5188	499	184	406	214	277	177
PA5189	355	138	236	822	930	438
PA5190	245	95	163	916	693	428
PA5191	337	214	321	390	312	146
PA5192	4623	2158	2787	24425	17370	11582
PA5193	1286	626	910	4698	3417	1923
PA5194	682	263	378	1709	1768	735
PA5195	215	154	190	842	946	649
PA5196	307	149	217	508	410	181
PA5197	958	359	716	904	1616	505
PA5198	1253	652	1050	1654	2275	864
PA5199	2080	706	1144	2118	3365	1036
PA5200	10878	2626	5373	7368	9365	3113
PA5201	2073	842	1181	9485	7521	5813
PA5202	204	58	74	487	437	553
PA5203	1832	912	1161	2785	2614	1468
PA5204	2022	561	1211	2272	2600	1006
PA5205	923	371	501	579	775	361
PA5206	3527	1301	2267	2453	2922	1159
PA5207	489	174	352	1889	3788	927
PA5208	2482	995	1543	9091	14159	4900
PA5209	2076	780	1205	1745	2411	710
PA5210	3794	1698	2462	2252	3404	1191
PA5211	310	156	272	77	219	113
PA5212	4828	4300	4486	1678	3215	580
PA5213	2317	1225	1524	1251	1280	622
PA5214	5867	2619	4105	8549	7990	3635
PA5215	3992	1253	2080	7895	5588	4362
PA5216	982	253	472	583	648	263
PA5217	3518	1266	1986	1206	803	573
PA5218	776	357	562	371	642	251
PA5219	1398	974	1117	323	593	329
PA5220	4589	2981	3774	527	509	297
PA5221	3002	1153	1911	2161	3460	1082
PA5222	389	150	278	543	841	387
PA5223	5343	1780	3018	6758	8135	2882
PA5224	7956	3361	4980	10505	13224	5313
PA5225	1576	602	827	1383	1855	629
PA5226	279	176	224	648	916	756
PA5227	573	373	484	1301	1664	1033
PA5227.1	12807	5800	6555	1600	1829	1233
PA5228	2501	1253	1950	3164	5126	1514
PA5229	1005	437	759	1503	3616	1264
PA5230	1023	424	781	2785	7170	1114
PA5231	2723	992	1742	10861	22170	6229
PA5232	3493	1030	2273	21469	27293	14455
PA5233	1886	772	1253	1269	2220	401
PA5234	1421	691	999	857	1061	459
PA5235	695	279	442	6227	4580	2508
PA5236	988	411	589	2988	3105	1220
PA5237	2690	1283	1738	5836	7135	2846
PA5238	498	218	284	390	533	222
PA5239	7751	5196	5512	30030	16410	11284
PA5240	7955	5641	5462	22285	17685	11371
PA5241	3844	1558	2546	7094	7288	3066
PA5242	7239	3797	5097	11767	16432	6673
PA5243	8616	3822	6212	10681	15175	5354
PA5244	1118	494	708	1357	2610	574
PA5245	1844	799	1451	3438	2757	1362
PA5246	380	149	243	465	548	203
PA5247	1895	643	1394	1296	2293	525
PA5248	1385	581	1076	2018	1762	965
PA5249	1067	401	802	638	1002	262
PA5250	1329	573	805	2523	2716	975
PA5251	897	301	544	1055	1390	443
PA5252	1301	469	630	4361	3251	2440
PA5252a	2166	1012	1391	2213	3189	1928
PA5253	5835	5168	4411	12570	11914	13431
PA5254	611	271	436	520	960	268
PA5255	16856	8542	12886	9410	15263	4036
PA5256	1321	402	758	818	1407	273
PA5257	3233	1379	1855	4559	4638	2401
PA5258	2503	1111	1573	2570	3368	1541
PA5259	1580	565	933	1000	1702	837
PA5260	3883	1653	2024	6440	7682	3478
PA5261	7050	2719	4504	4207	4226	2247
PA5262	1251	833	808	1023	1119	700
PA5263	3493	1606	2142	5967	5014	2488
PA5264	633	337	502	847	937	350
PA5265	863	444	553	891	873	613
PA5266	281	150	182	211	278	115
PA5267	249	165	164	163	205	105
PA5268	969	405	616	1771	1382	680
PA5269	612	377	452	1053	1692	760
PA5270	1402	706	996	3078	3561	1072
PA5271	1237	720	842	311	547	199
PA5272	787	387	607	1239	1530	706
PA5273	649	204	331	750	1348	212
PA5274	3196	1582	2198	6162	8783	2819
PA5275	1184	520	843	525	931	343
PA5276	286	184	229	157	206	217
PA5277	7593	2783	4217	6734	6908	2940
PA5278	1330	516	936	1927	2129	1254
PA5279	3215	1354	2457	6000	7344	2270
PA5280	701	284	472	840	1141	368
PA5281	565	233	374	689	786	293
PA5282	237	88	148	162	287	51
PA5283	1594	478	845	1570	2139	762
PA5284	230	115	135	199	338	106
PA5285	811	402	740	6788	7126	6507
PA5286	369	138	194	1450	856	1111
PA5287	1153	611	815	1281	1794	593
PA5288	7395	7355	5384	13654	10299	7451
PA5289	1457	682	1163	1033	1128	290
PA5290	1405	585	997	1159	1684	463
PA5291	2379	1386	1694	6998	7660	2068
PA5292	739	330	540	869	964	430
PA5293	489	152	256	381	496	169
PA5294	137	71	137	147	273	133
PA5295	1931	697	957	3418	3750	1546
PA5296	860	465	589	5818	4110	2881
PA5297	702	249	356	777	1000	382
PA5298	939	508	634	2931	2307	1004
PA5299	1626	765	1063	1870	2046	790
PA5300	12028	3552	7236	15287	19888	6470
PA5301	5620	2095	3654	3910	5186	1810
PA5302	1124	470	804	4305	7359	2141
PA5303	307	205	275	3927	3778	2753
PA5304	2411	1234	1997	21164	17598	11332
PA5305	552	301	368	1202	1142	1075
PA5306	357	193	354	505	788	214
PA5307	1829	880	1104	2169	3215	1626
PA5308	616	333	504	1680	1195	748
PA5309	1108	488	715	1382	1906	579
PA5310	819	397	574	669	977	338
PA5311	720	228	309	314	467	133
PA5312	28891	12219	19430	6320	12401	3775
PA5313	4543	1817	2813	1201	1680	491
PA5314	1590	518	1059	297	880	186
PA5315	397	202	313	1698	802	1040
PA5316	2803	1313	1777	10674	4378	4680
PA5316.1	95	43	54	263	123	292
PA5317	2013	1402	1756	3802	4460	1663
PA5318	231	83	139	182	307	126
PA5319	1512	617	1022	1544	1706	609
PA5320	1346	604	806	3061	3043	1487
PA5321	2218	1108	1642	3386	3994	1136
PA5322	5689	2595	4516	13373	11753	7055
PA5323	2461	1187	1792	6716	6414	3318
PA5324	622	190	436	981	985	408
PA5325	170	108	149	150	225	98
PA5326	46	17	39	91	74	62
PA5327	118	66	105	165	231	124
PA5328	22	1	14	21	69	19
PA5329	282	141	167	322	411	218
PA5330	2266	1135	1331	2325	2225	1147
PA5331	3515	1230	2022	3794	4275	1544
PA5332	5985	2142	3268	6798	7974	4024
PA5333	2066	693	1247	2021	2540	725
PA5334	2407	691	1379	2957	3718	1180
PA5335	1415	606	900	1650	2447	884
PA5336	906	376	697	2109	2678	891
PA5337	1175	993	943	3958	3008	2703
PA5338	6224	3192	4458	13634	14467	6887
PA5339	5198	3419	5567	9313	14862	3304
PA5340	2164	1042	1632	4504	4487	2489
PA5341	100	43	87	225	569	167
PA5342	367	130	198	761	873	347
PA5343	883	334	416	1367	1415	644
PA5344	3471	1388	2345	4697	5116	1686
PA5345	4061	1331	2630	6469	9184	3305
PA5346	4291	2055	3000	7492	9901	4632
PA5347	625	277	566	523	413	409
PA5348	10807	4994	9545	4124	3453	2323
PA5349	2028	809	1412	3648	3984	2072
PA5350	802	387	579	1356	1462	991
PA5351	268	122	165	534	797	502
PA5352	203	29	69	23	20	19
PA5353	289	104	110	27	35	32
PA5354	263	88	136	30	44	22
PA5355	1654	542	658	304	280	118
PA5356	786	366	565	474	740	473
PA5357	1342	347	518	804	1010	246
PA5358	4401	1547	2452	1651	1493	486
PA5359	3056	1047	1725	377	624	295
PA5360	373	243	325	1098	995	582
PA5361	442	231	343	567	613	285
PA5362	2577	1128	2098	4730	7785	1381
PA5363	1862	819	1214	1904	2476	924
PA5364	1321	807	939	3532	4287	3495
PA5365	576	402	461	1447	1259	734
PA5366	893	559	756	1595	1814	855
PA5367	689	474	540	864	721	534
PA5368	785	733	745	1009	690	477
PA5369	1189	855	961	1724	1334	1014
PA5369.1	63	58	63	2194	468	2412
PA5369.2	28212	114989	48130	258493	30119	1881868
PA5369.3	58	21	39	62	85	70
PA5369.4	282	181	207	1148	870	1220
PA5369.5	6521	38216	40001	521266	20168	1583574
PA5370	900	401	604	1451	1341	606
PA5371	2095	1215	1332	2071	2429	1446
PA5372	640	267	400	3987	7391	2273
PA5373	1313	421	700	9746	17631	4767
PA5374	409	174	292	4732	6462	2846
PA5375	266	85	114	1454	1292	518
PA5376	810	551	752	1047	863	686
PA5377	731	543	714	711	710	452
PA5378	2695	1392	2541	1219	1457	732
PA5379	688	367	782	148	259	100
PA5380	1956	1325	1779	1248	1451	560
PA5381	151	71	114	173	156	118
PA5382	103	64	46	291	359	239
PA5383	218	144	167	102	80	59
PA5384	7	11	15	5	14	6
PA5385	15	3	6	9	22	7
PA5386	43	9	12	57	36	20
PA5387	46	21	28	34	36	26
PA5388	169	97	95	77	87	46
PA5389	321	114	240	516	344	193
PA5390	190	105	131	264	187	91
PA5391	22	4	21	18	32	24
PA5392	45	38	29	63	82	29
PA5393	104	66	111	203	216	73
PA5394	1081	376	667	923	1177	430
PA5395	498	296	416	200	237	98
PA5396	1360	711	1131	928	901	435
PA5397	417	260	560	123	133	61
PA5398	1402	826	1762	532	575	232
PA5399	696	378	906	294	332	140
PA5400	198	156	316	83	107	50
PA5401	261	139	347	117	112	79
PA5402	173	69	111	343	331	179
PA5403	32	18	15	242	82	198
PA5404	39	14	31	119	170	36
PA5405	58	23	33	118	208	83
PA5406	128	56	60	270	523	224
PA5407	204	67	98	327	398	126
PA5408	167	66	90	174	224	116
PA5409	810	417	532	869	1228	747
PA5410	947	610	1170	357	283	202
PA5411	239	148	178	250	270	167
PA5412	1614	1239	1323	2477	3162	1214
PA5413	1119	731	1007	4310	3670	1922
PA5414	577	377	416	1610	1738	821
PA5415	1022	639	1493	547	453	252
PA5416	589	445	873	226	170	145
PA5417	150	125	323	51	26	23
PA5418	1505	1169	2606	501	459	256
PA5419	309	224	469	94	100	51
PA5420	920	642	1592	165	298	93
PA5421	5018	2738	5648	211	228	156
PA5422	2463	1026	2046	2223	4065	1186
PA5423	1589	926	1402	1092	1865	564
PA5424	2351	1215	1738	247	629	273
PA5425	1269	367	600	4785	3798	1877
PA5426	1272	326	485	2899	2469	1210
PA5427	2399	753	1448	14464	25571	10034
PA5428	593	251	404	2181	3738	1051
PA5429	4000	2156	3923	32372	18291	14141
PA5430	869	419	649	1201	1689	588
PA5431	288	144	203	252	601	184
PA5432	86	34	66	105	121	49
PA5433	191	71	119	263	345	127
PA5434	485	218	271	688	781	234
PA5435	2164	1382	1857	7295	12204	4265
PA5436	1205	833	1255	8674	9033	6123
PA5437	1074	311	482	1076	1784	456
PA5440a	200	49	110	367	515	175
PA5438	2163	891	1477	3531	3452	1609
PA5439	1044	434	702	1336	1447	756
PA5440	563	178	361	6088	9935	2466
PA5441	1391	452	674	3290	3604	2054
PA5442	424	212	273	672	532	331
PA5443	3230	1515	2553	10193	11023	4916
PA5444	1266	532	1107	516	643	205
PA5445	1078	1022	1274	7532	4589	3361
PA5446	2364	4659	3500	2642	2308	1907
PA5447	1834	1149	1697	1647	1767	901
PA5448	1065	339	647	610	589	325
PA5449	1110	411	771	774	701	381
PA5450	2411	835	1746	1203	1435	595
PA5451	925	401	668	658	591	305
PA5452	3223	1267	2182	1486	1855	827
PA5453	1259	606	821	877	1033	688
PA5454	2501	1047	1822	1433	1959	851
PA5455	2474	1243	1681	3262	3447	1326
PA5456	1168	596	935	1869	2260	908
PA5457	506	185	336	569	625	306
PA5458	447	191	295	582	661	295
PA5459	749	398	608	777	831	387
PA5460	1094	3553	3207	100	83	54
PA5461	1769	1825	2363	7580	4791	2598
PA5462	836	629	698	871	1822	339
PA5463	431	276	301	807	1265	297
PA5464	1214	500	974	2701	3785	1321
PA5465	641	324	487	908	1079	418
PA5466	147	132	141	258	428	164
PA5467	161	53	101	197	266	80
PA5468	287	143	214	326	393	192
PA5469	99	50	72	203	212	130
PA5470	127	69	109	258	362	156
PA5471	333	315	363	1009	1144	436
PA5472	1578	457	727	1794	2551	677
PA5473	2000	966	1218	1400	2056	709
PA5474	2736	1139	1999	4088	7754	1869
PA5475	2644	521	1158	12505	31210	7802
PA5476	788	412	482	508	634	324
PA5477	421	199	300	662	727	367
PA5478	1780	518	804	1572	2354	665
PA5479	1848	695	880	10791	5201	3342
PA5481	10200	963	820	389	363	243
PA5482	4314	470	570	48	123	31
PA5483	1981	653	1025	1788	1401	947
PA5484	988	539	827	1878	1858	1032
PA5485	836	420	622	1157	1430	596
PA5486	476	156	339	402	666	203
PA5487	3481	1389	2636	3691	5379	2237
PA5488	4156	1515	2804	4700	5972	2488
PA5489	8359	3083	5848	8878	9202	5138
PA5490	6092	3573	3897	17362	15403	7385
PA5491	2954	1107	1511	3681	2688	1760
PA5492	3326	1752	2484	4363	7139	1799
PA5493	5757	2376	3708	7969	9509	4185
PA5494	1373	629	734	3276	5661	3561
PA5495	3936	1413	2378	6590	15919	4920
PA5496	3863	1019	1668	1453	4268	849
PA5497	10759	3522	5064	8688	17328	4772
PA5498	2157	852	1264	1204	1695	456
PA5499	3864	1404	2360	1568	3222	643
